,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age
3513,3.0,1.75,2200,14630,1.5,0,2,3,2200,0,0.9981,17
3853,3.0,1.0,1090,10710,1.0,0,1,4,1090,0,1.0006,58
1452,6.0,3.25,4250,23326,1.0,0,4,3,2150,2100,1.0013,9
2108,3.0,2.25,1170,1249,3.0,0,1,3,1170,0,1.0,6
952,3.0,1.0,1080,21043,1.0,0,1,3,1080,0,1.0,21
4167,3.0,2.5,2570,10431,2.0,0,1,3,2570,0,1.0006,31
1901,4.0,3.0,2440,9600,2.0,0,1,5,2440,0,0.9987,59
882,3.0,2.75,2540,4694,2.0,0,1,3,2540,0,0.9981,15
590,3.0,2.5,1950,3600,2.0,0,1,3,1950,0,0.9994,10
4029,4.0,1.75,2350,11914,1.0,0,1,4,2350,0,0.9994,19
2322,3.0,1.75,1950,8712,1.0,0,1,3,1950,0,1.0006,8
3683,3.0,1.0,970,6600,1.0,0,1,3,970,0,1.0026,27
4252,5.0,2.5,2450,6994,2.0,0,1,3,2450,0,1.0006,18
757,4.0,2.0,1310,8454,1.0,0,1,4,1310,0,1.0,37
3888,4.0,2.5,2340,5600,2.0,0,1,3,2340,0,1.0006,7
2473,4.0,1.75,2420,7672,1.0,0,1,3,1480,940,0.9987,6
1113,3.0,2.5,2242,4500,2.0,0,1,3,2242,0,1.0006,6
960,2.0,1.0,970,13700,1.0,0,1,3,970,0,1.0,22
2649,4.0,2.5,2510,4543,2.0,0,1,3,2510,0,0.9981,18
26,2.0,1.0,1060,7193,1.0,0,1,3,1060,0,1.0,17
1612,3.0,2.25,1550,5511,2.0,0,1,3,1550,0,0.9981,20
285,4.0,2.25,1740,8449,1.0,0,1,4,1170,570,0.9981,48
330,4.0,3.25,3340,10890,1.5,0,1,3,2240,1100,0.9974,20
2204,2.0,1.75,1950,10766,1.0,0,4,4,1160,790,1.0006,68
2948,4.0,1.0,2100,9288,1.0,0,1,4,1050,1050,1.0,52
3035,1.0,1.0,550,1279,2.0,0,1,3,550,0,1.0,12
2179,2.0,1.0,940,8532,1.0,0,1,4,940,0,1.0006,61
1682,3.0,2.25,1470,4653,2.0,0,1,4,1470,0,0.9981,35
2842,3.0,2.5,2480,9041,2.0,0,1,3,2480,0,0.9987,17
3782,3.0,1.75,3160,76230,1.0,0,1,4,2160,1000,1.0006,20
4549,4.0,2.5,2740,16007,2.0,0,1,3,2740,0,0.9987,36
1804,3.0,1.0,1500,4000,1.0,0,1,3,900,600,1.0,18
418,4.0,2.5,3360,15091,2.0,0,1,3,3360,0,0.9974,23
4509,3.0,2.0,1850,8250,1.0,0,1,4,1150,700,1.0013,68
855,3.0,2.5,4560,17622,2.0,0,1,4,3800,760,0.9981,34
4112,3.0,1.75,1500,11968,1.0,0,1,3,1500,0,0.9994,6
3785,3.0,1.75,1490,10125,1.0,0,1,4,1490,0,1.0006,58
1579,3.0,2.0,1800,12669,1.0,0,1,3,1800,0,0.9981,30
2195,4.0,2.0,1970,10500,1.0,0,1,3,1820,150,1.0006,16
3934,3.0,2.25,2350,10450,1.0,0,1,3,1390,960,0.9994,16
1608,4.0,2.75,3330,9143,2.0,0,1,4,3330,0,0.9981,25
2480,3.0,2.5,2460,54885,2.0,0,1,4,2460,0,1.0,40
378,3.0,1.75,1170,8740,1.0,0,1,4,1170,0,0.9974,52
2027,4.0,3.5,1850,6519,2.0,0,1,3,1130,720,1.0013,34
1590,2.0,1.0,1220,17172,1.0,0,1,4,1220,0,0.9981,32
2560,4.0,2.75,3030,6625,2.0,0,1,3,3030,0,1.0,9
1126,3.0,1.75,1370,5858,1.0,0,1,3,1370,0,1.0006,20
4383,4.0,2.0,2080,13510,1.0,0,1,3,1040,1040,1.0019,15
1264,4.0,3.0,3900,9750,1.0,0,5,5,2520,1380,0.9981,48
3484,4.0,2.25,1960,8680,1.0,0,1,4,1290,670,0.9981,61
591,4.0,2.5,1830,5175,2.0,0,1,3,1830,0,0.9994,17
2727,3.0,1.75,1790,27427,1.0,0,1,3,1130,660,0.9981,42
837,3.0,2.5,1840,3035,1.0,0,1,3,920,920,1.0,17
4039,5.0,3.0,2876,13927,1.0,0,3,4,1970,906,0.9994,47
4206,3.0,3.25,2420,1923,2.0,0,3,3,1840,580,1.0,14
2532,3.0,2.5,2970,21907,2.0,0,1,3,2970,0,1.0,14
3299,3.0,1.75,1680,10500,1.0,0,1,4,1680,0,0.9981,61
974,3.0,2.5,1780,6771,1.0,0,1,3,1230,550,1.0,11
326,3.0,1.0,1090,9900,1.0,0,1,4,1090,0,0.9974,11
2894,4.0,2.5,3500,7048,2.0,0,1,3,3500,0,0.9987,15
1571,4.0,3.0,3720,29043,2.0,0,1,3,3720,0,0.9981,29
1414,3.0,1.5,1400,8840,1.0,0,1,4,1400,0,1.0,68
1298,3.0,2.5,2290,2798,3.0,0,1,4,2290,0,1.0,37
506,4.0,1.75,2460,5100,1.5,0,1,5,1450,1010,1.0,32
53,3.0,2.5,3370,19585,2.0,0,1,3,3200,170,1.0,26
182,3.0,2.25,2080,4252,1.5,0,1,3,1550,530,1.0,17
3965,4.0,2.75,2360,4924,2.0,0,1,3,2360,0,0.9994,12
81,4.0,2.25,2230,7200,1.0,0,1,4,1300,930,1.0,57
294,4.0,2.5,3310,42998,2.0,0,1,3,3310,0,0.9974,19
1803,4.0,2.5,2310,4079,2.0,0,1,3,2310,0,1.0,12
614,2.0,2.0,1310,2841,2.0,0,1,3,1310,0,0.9994,17
2525,4.0,2.5,2220,5338,2.0,0,1,3,2220,0,1.0,19
3015,3.0,2.5,2850,7130,2.0,0,1,3,1990,860,1.0,40
487,4.0,2.75,2600,4674,1.0,0,1,3,1560,1040,1.0,44
1797,2.0,1.0,900,5100,1.0,0,1,4,900,0,1.0,31
544,4.0,1.0,1660,4704,1.5,0,1,3,1260,400,1.0,23
3783,3.0,2.5,1870,7942,2.0,0,1,3,1870,0,1.0006,11
1367,3.0,1.75,1610,6480,1.0,0,1,4,1610,0,1.0,32
4300,2.0,1.0,1240,6400,1.0,0,2,4,1060,180,1.0,82
2912,2.0,2.25,2290,9772,1.0,0,1,3,2290,0,0.9987,13
4121,4.0,2.5,3400,247421,2.0,0,1,3,3400,0,0.9994,19
3124,3.0,2.5,1530,1131,3.0,0,1,3,1530,0,1.0,11
900,3.0,1.0,1460,10000,1.5,0,1,3,1460,0,0.9981,18
996,3.0,1.0,1060,7920,1.0,0,1,4,1060,0,1.0,52
1781,3.0,3.0,1730,2940,3.0,0,1,3,1730,0,1.0,35
4329,4.0,2.25,3300,8365,3.0,0,1,3,3300,0,1.0,6
1300,2.0,1.0,710,1136,2.0,0,1,4,710,0,1.0,77
1483,3.0,1.75,2360,7291,1.0,0,1,4,1360,1000,1.0,72
4035,5.0,3.25,4860,23723,2.0,0,3,4,3820,1040,0.9994,31
2615,4.0,2.5,4150,8436,2.0,0,1,3,4150,0,0.9981,6
2130,4.0,1.0,1720,4011,1.5,0,1,4,1720,0,1.0,116
3051,2.0,1.5,1295,1093,2.0,0,1,3,1105,190,1.0,13
1657,4.0,2.5,2220,7064,2.0,0,1,3,2220,0,0.9981,20
4085,4.0,2.0,2090,10800,1.0,0,1,4,2090,0,0.9994,21
1140,3.0,1.0,1100,4046,1.5,0,5,4,1100,0,1.0006,98
3438,2.0,1.0,1570,8210,1.0,0,1,4,1150,420,0.9994,68
3820,4.0,2.5,2150,7303,2.0,0,1,3,2150,0,1.0006,15
4276,3.0,1.0,1150,4945,1.0,0,3,3,1150,0,1.0,18
3229,4.0,3.0,2170,4000,2.0,0,1,4,1610,560,1.0,9
4449,3.0,3.25,2220,8227,1.5,0,1,5,1770,450,1.0,91
4240,3.0,1.75,1700,7532,1.0,0,1,3,1700,0,1.0006,20
1440,5.0,5.0,5774,31675,1.0,0,3,3,4490,1284,1.0013,36
3,4.0,2.0,1480,3844,1.5,0,1,5,1480,0,1.0,50
2695,4.0,2.5,2430,5000,2.0,0,1,3,2430,0,0.9981,11
1772,2.0,1.0,960,4920,1.0,0,1,3,960,0,1.0,21
2308,4.0,2.75,1800,5453,1.0,0,1,3,1050,750,1.0006,18
669,4.0,2.75,2620,6019,2.0,0,1,3,2620,0,0.9987,97
1733,3.0,1.5,1310,3880,1.0,0,1,3,1090,220,1.0,19
2158,2.0,1.0,1050,5000,1.0,0,1,5,1050,0,1.0,113
4501,4.0,2.0,2030,9600,1.5,0,1,3,1430,600,1.0013,8
2157,2.0,1.0,800,2280,1.0,0,1,5,800,0,1.0,74
4505,3.0,3.0,3700,10375,2.0,0,1,3,3700,0,1.0013,38
3115,2.0,2.25,1260,1240,3.0,0,1,3,1260,0,1.0,17
4076,4.0,2.75,2610,8760,1.0,0,1,4,1760,850,0.9994,20
1955,3.0,2.5,2700,7434,2.0,0,1,3,2700,0,0.9981,29
321,3.0,2.25,2030,7350,1.0,0,1,4,1190,840,0.9974,43
876,3.0,3.5,3590,6402,2.0,0,1,3,3590,0,0.9981,21
1976,3.0,1.75,1910,12596,1.0,0,1,3,1340,570,0.9981,16
4188,4.0,2.5,1954,4805,2.0,0,1,3,1954,0,1.0006,15
2262,2.0,2.5,2540,7089,2.0,0,1,3,2540,0,1.0,17
1420,4.0,2.0,2100,13468,1.0,0,1,5,1050,1050,1.0,58
1220,3.0,2.75,2390,9966,1.0,0,1,5,1360,1030,0.9981,43
525,2.0,2.25,2550,6000,2.0,0,1,5,1860,690,1.0,118
2356,4.0,2.75,3650,48351,1.5,0,1,4,3650,0,0.9987,20
1844,2.0,1.0,890,4590,1.0,0,1,3,890,0,1.0,22
2263,4.0,2.0,2160,6300,1.5,0,2,4,2160,0,1.0,92
770,2.0,1.0,910,8155,1.0,0,1,4,910,0,1.0,72
725,3.0,1.0,950,13475,1.0,0,1,3,950,0,1.0,15
3297,4.0,2.25,2870,6280,1.5,0,1,4,1980,890,1.0,115
3106,7.0,4.0,3440,8100,2.0,0,1,3,3440,0,1.0,6
4429,5.0,3.0,2440,4750,1.0,0,1,3,1450,990,1.0,14
1984,4.0,3.0,3740,30884,2.0,0,1,3,3060,680,0.9981,20
817,3.0,1.0,1510,5000,1.5,0,1,3,1510,0,1.0,16
841,3.0,2.5,1900,8744,2.0,0,1,3,1900,0,0.9981,20
4067,4.0,3.75,4100,22798,1.5,0,4,5,2540,1560,0.9994,41
3130,3.0,2.5,1620,1173,3.0,0,5,3,1470,150,1.0,12
3659,3.0,1.0,1040,6535,1.0,0,1,3,1040,0,1.0026,8
2888,4.0,2.5,2450,55387,2.0,0,1,3,2450,0,0.9987,26
516,4.0,1.0,1720,2800,1.5,0,1,4,1200,520,1.0,27
4356,2.0,0.75,660,5240,1.0,0,1,4,660,0,1.0013,31
4432,1.0,0.75,420,6720,1.0,0,1,3,420,0,1.0,12
1124,4.0,2.5,1720,9600,1.0,0,1,3,1120,600,1.0006,16
1234,5.0,3.5,3130,4797,2.0,0,1,3,2570,560,0.9981,6
3045,5.0,1.0,2550,4623,2.5,0,1,4,2550,0,1.0,115
1890,3.0,3.0,2080,10521,1.5,0,1,3,2080,0,0.9987,17
1046,4.0,2.5,2530,9933,2.0,0,3,3,2010,520,1.0006,11
2292,4.0,2.25,2920,46355,2.0,0,1,4,2920,0,0.9987,22
3318,5.0,2.5,2700,21208,1.0,0,1,4,1950,750,0.9981,11
4402,4.0,1.0,1530,7200,1.5,0,1,3,1400,130,1.0019,26
3724,2.0,1.0,910,22000,1.0,0,1,3,910,0,1.0006,19
789,3.0,1.0,1560,7552,1.0,0,1,4,910,650,1.0,72
924,3.0,2.5,3180,12600,2.0,0,1,4,3180,0,0.9981,20
1199,4.0,2.75,2820,13193,1.0,0,1,3,1860,960,0.9981,27
2490,3.0,2.75,2580,5200,2.0,0,1,3,2580,0,1.0,12
3016,4.0,2.0,2280,6010,1.0,0,1,3,1140,1140,1.0,15
266,3.0,1.75,1980,13503,1.0,0,3,4,1320,660,0.9981,68
154,3.0,1.0,1460,9750,1.0,0,1,4,1460,0,1.0,51
4489,2.0,1.0,680,8064,1.0,0,1,3,680,0,1.0013,26
3263,4.0,2.0,2660,3900,1.5,0,1,4,1480,1180,1.0,97
4190,5.0,3.25,2800,3200,1.5,0,1,5,1910,890,1.0,18
1598,3.0,1.75,1610,11200,1.0,0,1,3,1610,0,0.9981,15
4097,4.0,4.5,5030,11023,2.0,0,3,3,3250,1780,0.9994,12
4125,3.0,1.75,1390,7399,1.0,0,1,4,1390,0,1.0006,45
187,4.0,3.5,3730,15029,2.0,0,3,3,2440,1290,1.0,29
2839,3.0,2.5,1720,3600,2.0,0,1,3,1720,0,0.9987,10
1937,5.0,2.5,2510,8050,1.0,0,1,4,1490,1020,0.9987,43
3656,3.0,1.0,1490,8995,1.0,0,1,4,1490,0,1.0026,41
4202,2.0,1.0,970,3400,1.0,0,1,3,970,0,1.0,9
530,5.0,3.5,2720,7598,2.0,0,1,3,1860,860,1.0,27
77,3.0,2.25,1460,941,3.0,0,1,3,1460,0,1.0,14
3975,2.0,2.25,1330,10838,2.0,0,1,3,1330,0,0.9994,35
2820,4.0,2.25,2980,8051,1.5,0,3,4,2020,960,1.0,85
2391,3.0,2.5,2030,6500,2.0,0,1,3,2030,0,0.9987,20
2017,3.0,1.5,800,8850,1.0,0,1,4,800,0,1.0013,61
2180,4.0,2.0,3510,12905,1.0,0,3,3,2210,1300,1.0006,38
2926,4.0,2.5,1940,3784,2.0,0,1,3,1940,0,1.0,17
274,6.0,2.5,2890,8122,1.0,0,1,3,1630,1260,0.9981,16
2679,4.0,2.5,2770,63118,2.0,0,1,3,2770,0,0.9987,23
978,2.0,1.0,1200,4880,1.0,0,1,3,980,220,1.0,18
192,4.0,2.25,2630,39000,2.0,0,1,3,2630,0,1.0,6
616,3.0,2.25,1860,11227,2.0,0,1,3,1860,0,0.9994,25
4161,3.0,1.0,1050,8498,1.0,0,1,3,1050,0,1.0006,16
946,2.0,1.0,880,6345,1.0,0,1,3,880,0,1.0,19
743,3.0,1.5,1880,7400,1.0,0,1,3,1480,400,1.0,23
4444,2.0,1.0,1320,9967,1.0,0,1,3,940,380,1.0,19
1465,6.0,3.0,2180,7956,2.0,0,1,3,2180,0,1.0013,40
2955,3.0,2.5,2200,7278,2.0,0,1,3,2200,0,1.0,11
1885,3.0,2.25,1820,8058,1.0,0,1,3,1260,560,0.9987,46
67,4.0,2.25,2420,7927,1.0,0,1,4,1400,1020,1.0,47
2661,3.0,2.75,2340,16500,1.0,0,1,4,1500,840,0.9981,48
971,3.0,2.0,1170,5360,1.0,0,1,3,1170,0,1.0,19
1759,3.0,3.5,1600,1431,2.0,0,1,3,1240,360,1.0,14
1473,3.0,2.0,2050,13303,1.0,0,1,3,2050,0,1.0013,27
3176,3.0,3.5,4360,6240,2.0,0,4,3,2960,1400,1.0,12
2523,4.0,2.5,1910,9244,1.0,0,1,4,1910,0,1.0,57
3551,4.0,2.5,2800,12831,2.0,0,1,3,2800,0,0.9987,19
6,3.0,1.5,1310,8160,1.0,0,1,3,1310,0,1.0,15
776,3.0,1.0,960,8855,1.0,0,1,4,960,0,1.0,48
4205,3.0,3.25,2940,5432,3.0,0,4,4,2440,500,1.0,20
3375,3.0,1.5,1160,8906,1.0,0,1,3,1160,0,1.0,17
3899,4.0,2.5,2420,10285,1.0,0,5,3,1700,720,1.0006,16
4395,3.0,1.5,1150,8450,1.0,0,1,4,1150,0,1.0019,21
2707,4.0,3.0,5940,11533,2.0,0,5,3,4950,990,0.9981,17
2652,2.0,1.0,1240,57000,1.0,0,1,3,1240,0,0.9981,17
107,3.0,3.25,1730,1229,2.0,0,3,3,1320,410,1.0,12
1128,5.0,2.0,2050,10200,1.0,0,1,3,1430,620,1.0006,19
1231,4.0,2.5,3270,35445,2.0,0,1,3,3270,0,0.9981,31
1701,3.0,2.25,1640,3896,2.0,0,1,3,1640,0,0.9981,26
2883,4.0,2.5,3040,6587,2.0,0,1,3,3040,0,0.9987,17
191,3.0,1.75,1570,4875,1.0,0,1,4,1310,260,1.0,43
2275,4.0,3.0,2130,6325,1.0,0,1,5,1440,690,1.0,35
2706,3.0,2.5,2420,8252,2.0,0,1,3,2420,0,0.9981,14
3239,6.0,3.0,3510,5760,2.5,0,1,4,3510,0,1.0,30
1823,3.0,2.25,2400,5300,1.5,0,1,4,1250,1150,1.0,31
21,3.0,2.0,1400,6200,1.0,0,1,3,700,700,1.0,26
1387,5.0,2.75,3100,9825,2.0,0,3,4,3100,0,1.0,38
4279,4.0,1.75,1990,4725,1.5,0,1,4,1190,800,1.0,76
145,3.0,1.75,1490,8366,1.0,0,1,4,1010,480,1.0,45
122,6.0,4.5,5480,10800,2.0,0,4,4,4430,1050,1.0,21
1043,4.0,3.0,3110,7231,2.0,0,1,3,3110,0,1.0006,23
169,3.0,1.75,1670,7415,1.0,0,1,3,1320,350,1.0,20
1568,4.0,1.75,2260,7005,1.0,0,2,4,1130,1130,0.9981,32
4384,3.0,2.25,1940,11612,1.0,0,1,4,1100,840,1.0019,39
1047,4.0,2.5,2370,6500,2.0,0,1,3,2370,0,1.0006,14
2429,3.0,1.75,1460,22651,1.0,0,1,4,1460,0,0.9987,19
2248,6.0,4.5,3902,3880,3.0,0,5,4,2782,1120,1.0,43
2992,4.0,2.5,2290,11173,2.0,0,1,4,2290,0,1.0,32
1959,3.0,2.5,1670,3565,2.0,0,1,3,1670,0,0.9981,21
1714,3.0,2.5,2030,6970,2.0,0,1,4,2030,0,0.9981,29
4155,3.0,1.0,1050,8498,1.0,0,1,4,1050,0,1.0006,61
3685,2.0,1.0,800,15000,1.0,0,1,3,800,0,1.0026,9
3818,3.0,1.0,1250,15603,1.0,0,1,4,1250,0,1.0006,61
1471,3.0,1.0,1640,12384,1.0,0,1,4,1090,550,1.0013,41
4454,2.0,1.0,1000,4776,1.0,0,1,4,1000,0,1.0,38
2719,4.0,3.5,2910,5260,2.0,0,1,3,2910,0,0.9981,108
1338,3.0,2.5,1900,7984,2.0,0,1,3,1900,0,0.9987,27
2720,4.0,3.0,4410,5104,2.0,0,1,3,3400,1010,0.9981,14
2297,5.0,4.25,6070,171626,2.0,0,1,3,6070,0,0.9987,21
2576,4.0,2.75,2320,4344,2.0,0,1,3,2320,0,1.0,108
4590,2.0,1.0,900,13531,1.0,0,1,3,900,0,1.0006,6
184,1.0,1.0,650,15364,1.0,0,1,4,650,0,1.0,53
3543,4.0,2.5,2520,8515,2.0,0,1,3,2520,0,0.9987,21
3259,3.0,1.75,1670,5400,2.0,0,1,5,1670,0,1.0,108
3471,4.0,2.0,2290,11137,1.0,0,1,4,2290,0,0.9981,11
39,5.0,2.0,2450,9488,1.0,0,1,4,1240,1210,1.0,65
3418,3.0,3.25,3790,19000,2.0,0,5,3,3790,0,0.9994,35
2640,4.0,2.5,3920,12415,2.0,0,1,3,3920,0,0.9981,23
1782,3.0,1.5,2070,5386,1.0,0,1,4,1140,930,1.0,72
2054,4.0,2.5,2680,15508,2.0,0,1,3,2680,0,1.0013,21
3796,2.0,1.0,700,5200,1.0,0,1,5,700,0,1.0006,22
1642,4.0,2.5,2680,9185,2.0,0,1,3,2680,0,0.9981,31
782,3.0,1.75,1170,8182,1.0,0,1,3,1170,0,1.0,17
4515,2.0,2.0,1700,3171,1.0,0,1,5,850,850,1.0013,93
4593,3.0,1.75,1370,9900,1.0,0,1,4,1370,0,0.6989,37
2351,4.0,2.25,2450,62290,2.0,0,1,3,2450,0,0.9987,44
2573,4.0,2.5,2550,5200,2.0,0,1,3,2550,0,1.0,11
396,3.0,2.25,1720,9600,1.0,0,1,4,1220,500,0.9974,53
2796,4.0,1.75,1780,2788,1.0,0,1,4,890,890,1.0,77
627,4.0,2.5,3060,6000,2.0,0,1,3,3060,0,0.9994,108
4301,3.0,1.75,1510,4800,1.0,0,3,3,860,650,1.0,9
3745,3.0,2.0,2030,24829,1.0,0,1,4,1220,810,1.0006,41
1080,4.0,2.5,2009,5000,2.0,0,1,3,2009,0,1.0006,6
61,3.0,2.25,1200,1400,3.0,0,1,3,1200,0,1.0,15
2224,3.0,2.5,1770,2875,2.0,0,1,3,1770,0,1.0,11
3666,4.0,1.75,2200,8100,1.5,0,1,5,1400,800,1.0026,78
2907,2.0,2.0,1570,4665,1.0,0,1,3,1570,0,0.9987,14
384,3.0,1.75,1070,8000,1.0,0,1,3,1070,0,0.9974,16
2556,4.0,2.5,2220,4652,2.0,0,1,3,2220,0,1.0,19
1112,4.0,2.25,1680,3179,2.0,0,1,3,1680,0,1.0006,18
133,2.0,1.5,1570,3600,1.5,0,3,4,1320,250,1.0,30
4443,4.0,3.0,2330,3497,2.0,0,1,3,1920,410,1.0,17
412,3.0,2.5,2040,10086,2.0,0,1,3,2040,0,0.9974,20
3214,3.0,1.0,1240,3500,1.0,0,1,4,1240,0,1.0,93
4403,3.0,3.0,1860,7440,1.0,0,1,5,1040,820,1.0019,66
688,3.0,2.5,1740,30886,2.0,0,1,3,1740,0,0.9987,28
73,3.0,1.75,1500,7200,1.0,0,1,3,1500,0,1.0,20
1626,4.0,2.75,3010,7215,2.0,0,1,3,3010,0,0.9981,6
4516,3.0,2.5,2437,5136,2.0,0,1,3,2437,0,1.0013,9
3480,4.0,2.0,2840,13367,1.0,0,1,3,1420,1420,0.9981,12
4002,4.0,3.0,2530,10000,2.0,0,1,3,2530,0,1.0006,97
932,3.0,2.25,2180,7741,2.0,0,1,3,2180,0,0.9981,34
252,3.0,2.5,1740,13750,2.0,0,1,4,1740,0,0.9981,45
1340,5.0,3.25,2740,9629,1.0,0,1,5,1390,1350,0.9987,43
1687,4.0,2.5,2650,30500,1.0,0,1,4,1680,970,0.9981,19
1292,3.0,2.25,1750,1572,2.5,0,1,3,1470,280,1.0,15
510,4.0,2.0,2710,4750,1.0,0,1,4,1460,1250,1.0,35
1907,4.0,3.5,4140,7089,2.0,0,1,3,3160,980,0.9987,17
4468,2.0,0.75,1392,43710,1.5,0,1,4,1392,0,0.9981,20
3503,4.0,3.5,3820,13224,2.0,0,1,3,3280,540,0.9981,11
25,4.0,2.5,3060,10043,1.0,0,1,4,1700,1360,1.0,52
2833,3.0,2.5,3560,107290,2.0,0,1,3,3560,0,0.9987,20
2770,3.0,2.0,1700,4250,1.0,0,1,3,890,810,1.0,76
3502,3.0,1.5,1320,8114,1.0,0,1,3,1320,0,0.9981,26
601,3.0,1.75,1520,15090,1.0,0,1,4,1520,0,0.9994,52
3021,3.0,1.75,1720,5000,1.0,0,1,3,1720,0,1.0,6
3329,3.0,1.75,1900,5520,1.0,0,1,3,1280,620,1.0,38
4409,3.0,2.75,2600,64626,1.5,0,1,3,2600,0,0.9987,11
3688,3.0,2.5,1890,4838,2.0,0,1,3,1730,160,1.0026,18
4217,2.0,1.0,1500,4000,1.0,0,1,3,1100,400,1.0,87
2961,3.0,1.0,1010,7560,1.0,0,1,3,1010,0,1.0,16
2757,3.0,1.75,1560,5520,1.0,0,1,4,780,780,1.0,76
3340,4.0,2.5,2240,7200,2.0,0,1,3,2240,0,1.0,25
1122,4.0,2.75,3150,67518,1.0,0,1,4,2250,900,1.0006,55
3102,4.0,2.0,2520,6000,1.0,0,1,3,1400,1120,1.0,13
4494,3.0,1.0,1130,10650,1.0,0,1,3,1130,0,1.0013,15
4230,4.0,3.0,2230,52983,2.0,0,1,3,2230,0,1.0006,29
3436,3.0,1.75,1970,8200,1.0,0,1,5,1420,550,0.9994,57
1351,3.0,1.5,1500,6337,1.0,0,1,5,1500,0,1.0,67
2454,3.0,2.25,2680,9162,1.0,0,1,3,1570,1110,0.9987,42
2021,4.0,2.5,2600,11951,2.0,0,1,3,2600,0,1.0013,20
941,4.0,2.5,1890,6156,1.0,0,1,3,980,910,1.0,40
2528,4.0,2.75,2280,15347,1.0,0,1,5,2280,0,1.0,60
1936,3.0,1.75,1480,7700,1.0,0,1,3,1480,0,0.9987,45
3108,3.0,1.0,1440,5000,2.0,0,1,3,1440,0,1.0,14
1091,3.0,1.75,1190,7280,1.0,0,1,4,1190,0,1.0006,52
4257,3.0,1.75,1150,8079,1.0,0,1,4,1150,0,1.0006,37
710,3.0,1.5,1720,7119,1.5,0,1,4,1720,0,1.0,68
2378,5.0,2.75,2910,53898,1.0,0,1,5,1510,1400,0.9987,41
2648,5.0,4.5,4030,13474,2.0,0,1,3,4030,0,0.9981,20
1139,4.0,2.75,2750,14982,1.0,0,4,3,1720,1030,1.0006,7
2777,3.0,1.75,1700,8400,1.0,0,1,3,1460,240,1.0,8
3925,6.0,3.0,3470,117612,1.5,0,1,3,3470,0,0.9994,9
2389,4.0,2.5,2110,13850,2.0,0,1,3,2110,0,0.9987,20
4390,4.0,1.75,1760,6204,1.0,0,3,4,1180,580,1.0019,37
2906,4.0,3.0,5430,108900,2.0,0,1,4,5430,0,0.9987,33
2163,3.0,2.5,1420,1237,3.0,0,1,3,1420,0,1.0,6
3376,2.0,1.0,970,5665,1.0,0,1,4,970,0,1.0,112
3165,2.0,1.5,1070,1200,2.0,0,1,3,1070,0,1.0,21
4497,3.0,1.75,2040,7281,1.0,0,1,3,1020,1020,1.0013,17
3856,4.0,2.5,2286,8269,2.0,0,1,3,2286,0,1.0006,18
300,5.0,2.25,3040,8111,2.0,0,1,3,3040,0,0.9974,36
1774,3.0,1.0,910,4500,1.0,0,1,3,910,0,1.0,26
967,3.0,2.0,1550,8509,1.0,0,1,3,1150,400,1.0,31
784,3.0,2.0,1570,7200,1.0,0,1,4,1570,0,1.0,68
1926,3.0,1.75,1640,10695,1.0,0,3,3,1640,0,0.9987,45
1815,3.0,2.25,2400,5000,1.5,0,1,4,1440,960,1.0,27
416,3.0,2.0,2560,14680,1.0,0,1,3,1330,1230,0.9974,20
1703,4.0,2.5,1540,1870,2.0,0,1,3,1540,0,0.9981,6
1777,4.0,2.25,2400,5350,1.5,0,1,4,1460,940,1.0,91
1274,5.0,2.5,2820,9375,1.0,0,1,4,1550,1270,0.9981,52
937,4.0,5.0,4550,18641,1.0,1,5,3,2600,1950,0.9981,18
1339,4.0,3.0,3550,12327,1.5,0,1,4,2180,1370,0.9987,30
3533,3.0,2.75,2090,8354,2.0,0,1,3,2090,0,0.9987,108
3134,3.0,1.0,800,2296,1.0,0,1,4,800,0,1.0,112
749,4.0,2.5,2610,8031,2.0,0,1,3,2610,0,1.0,14
80,3.0,1.75,1730,7416,1.5,0,1,3,1730,0,1.0,15
4048,5.0,3.25,3160,13238,2.0,0,1,5,3160,0,0.9994,48
1996,3.0,2.25,1600,45613,2.0,0,1,4,1600,0,0.9981,37
619,3.0,2.0,1460,6377,1.0,0,1,3,1460,0,0.9994,25
3072,2.0,2.25,1540,965,3.0,0,1,3,1540,0,1.0,13
703,3.0,1.75,1710,7320,1.0,0,1,3,1710,0,1.0,26
2234,3.0,2.5,1840,2875,2.0,0,1,4,1840,0,1.0,23
572,4.0,2.5,2340,8990,2.0,0,1,3,2340,0,0.9994,17
1283,3.0,1.0,1620,30736,1.5,0,1,4,1620,0,0.9981,43
3076,2.0,1.5,1920,3408,1.0,0,1,4,960,960,1.0,31
3231,3.0,2.0,2350,5700,1.5,0,1,4,1810,540,1.0,31
796,2.0,1.75,1660,6000,1.0,0,1,3,1160,500,1.0,21
1648,6.0,4.5,6040,219542,2.0,0,1,3,4100,1940,0.9981,24
928,4.0,2.5,2460,4200,2.0,0,1,3,2460,0,0.9981,14
1133,4.0,2.5,2790,7956,2.0,0,1,3,2790,0,1.0006,15
3544,5.0,2.5,2630,9216,2.0,0,1,3,2630,0,0.9987,17
793,3.0,2.5,1680,2000,3.0,0,1,3,1680,0,1.0,22
373,3.0,2.25,2010,10760,2.0,0,1,3,2010,0,0.9974,35
566,3.0,1.0,1250,53143,1.0,0,1,5,1250,0,0.9994,75
