,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,cost of living index,house_age,price
1354,3.0,1.75,1440,8040,1.0,0,1,3,960,480,1.0,26,315275.0
707,4.0,2.5,2430,5203,2.0,0,1,3,2430,0,1.0,17,510000.0
4034,5.0,4.25,3530,7924,2.0,0,1,3,3530,0,0.9994,19,1400000.0
303,4.0,1.75,1840,9600,1.0,0,1,3,1220,620,0.9974,9,538000.0
2392,3.0,2.5,1940,37565,1.0,0,1,4,1940,0,0.9987,33,500000.0
3044,3.0,2.5,1350,3068,2.0,0,1,3,1350,0,1.0,29,613000.0
3339,3.0,1.0,980,3090,1.5,0,1,3,980,0,1.0,15,197500.0
1686,4.0,3.25,3440,7661,2.0,0,1,3,3440,0,0.9981,14,905000.0
1305,3.0,3.0,1384,1287,2.0,0,1,3,1144,240,1.0,14,575000.0
3252,2.0,2.0,1880,5400,1.5,0,1,3,1880,0,1.0,118,751750.0
1429,4.0,1.0,1170,8147,1.5,0,1,3,1170,0,1.0,31,350000.0
2407,5.0,3.25,4180,49222,2.0,0,1,4,2880,1300,0.9987,41,869000.0
1014,4.0,2.25,1940,9144,1.0,0,1,4,1430,510,0.9974,64,495000.0
448,3.0,1.75,1600,6120,1.5,0,1,3,1600,0,1.0,9,525000.0
3533,3.0,2.75,2090,8354,2.0,0,1,3,2090,0,0.9987,108,403000.0
564,3.0,2.25,2200,16921,2.0,0,1,3,2200,0,0.9994,20,410000.0
1519,3.0,2.0,2460,6600,1.0,0,3,4,1370,1090,1.0,68,678500.0
3259,3.0,1.75,1670,5400,2.0,0,1,5,1670,0,1.0,108,985000.0
2917,3.0,2.75,2210,4000,2.0,0,1,3,2210,0,0.9987,12,216000.0
676,4.0,2.5,2330,9928,2.0,0,1,3,2330,0,0.9987,14,471000.0
2168,4.0,1.75,2060,26036,1.0,0,1,4,1160,900,1.0006,32,647500.0
2418,3.0,3.5,2710,3475,2.0,0,1,3,1650,1060,0.9987,15,627000.0
2516,4.0,1.5,2020,7560,1.0,0,1,4,2020,0,1.0,19,379000.0
572,4.0,2.5,2340,8990,2.0,0,1,3,2340,0,0.9994,17,314000.0
518,2.0,1.0,1230,3800,1.0,0,1,3,1230,0,1.0,66,435000.0
72,3.0,1.0,1480,7284,1.0,0,1,3,970,510,1.0,12,336500.0
3536,3.0,2.25,1490,9600,1.0,0,1,4,1170,320,0.9987,33,287000.0
4422,2.0,2.5,1240,1546,2.0,0,1,3,1240,0,1.0,13,330000.0
3821,3.0,2.5,2070,12708,2.0,0,1,3,2070,0,1.0006,24,560000.0
2205,4.0,1.0,1230,7410,1.5,0,1,3,1230,0,1.0006,76,252750.0
4477,3.0,2.5,2270,100545,2.0,0,1,3,2270,0,0.9981,14,585000.0
327,2.0,1.0,790,6969,1.0,0,1,3,790,0,0.9974,36,315000.0
875,4.0,2.5,2720,10000,2.0,0,1,3,2720,0,0.9981,20,665000.0
2950,3.0,2.5,1680,11193,2.0,0,1,3,1680,0,1.0,36,306000.0
65,3.0,2.5,2120,7201,2.0,0,1,3,2120,0,1.0,17,507000.0
3106,7.0,4.0,3440,8100,2.0,0,1,3,3440,0,1.0,6,550000.0
167,4.0,2.5,1810,39639,1.0,0,1,3,1230,580,1.0,6,235000.0
1672,4.0,2.75,2450,4187,2.0,0,3,3,2450,0,0.9981,10,735000.0
3014,4.0,2.5,2620,8331,2.0,0,1,3,2620,0,1.0,29,380680.555556
2036,5.0,4.5,4850,40902,2.0,0,1,3,4850,0,1.0013,19,569950.0
495,3.0,2.0,1463,868,3.0,0,1,3,1463,0,1.0,17,390000.0
3015,3.0,2.5,2850,7130,2.0,0,1,3,1990,860,1.0,40,783500.0
1522,3.0,2.0,1980,2674,3.0,0,1,3,1980,0,1.0,13,435000.0
1446,3.0,2.25,2060,38377,1.0,0,1,4,1560,500,1.0013,20,306500.0
873,4.0,1.75,2780,9900,2.0,0,1,4,2780,0,0.9981,20,660000.0
4114,3.0,1.75,1750,7020,2.0,0,1,3,1750,0,0.9994,42,510000.0
159,3.0,2.5,1870,5874,2.0,0,1,3,1870,0,1.0,15,306000.0
4394,1.0,0.75,930,29258,1.0,0,1,3,930,0,1.0019,26,190000.0
3398,3.0,2.0,1190,4072,1.5,0,1,5,1190,0,1.0,113,245000.0
3494,5.0,2.5,2550,20875,1.0,0,1,4,1610,940,0.9981,37,895000.0
4107,4.0,2.25,2110,12653,2.0,0,1,4,2110,0,0.9994,48,672500.0
3840,5.0,3.0,2630,3149,2.0,0,1,3,1670,960,1.0006,97,420000.0
2807,3.0,3.25,3620,4000,2.0,0,1,3,2730,890,1.0,15,1015000.0
2975,2.0,1.0,1080,9435,1.0,0,1,3,1080,0,1.0,16,230000.0
1558,3.0,2.5,1900,7604,2.0,0,1,3,1900,0,0.9981,11,512500.0
3738,4.0,2.5,2303,3680,2.0,0,1,3,2303,0,1.0006,97,329995.0
682,3.0,1.75,1150,9600,1.0,0,1,3,1150,0,0.9987,6,309212.0
2238,2.0,1.75,1540,4025,1.0,0,1,4,1190,350,1.0,112,570000.0
1223,4.0,5.25,4670,43950,2.0,0,1,3,4670,0,0.9981,31,1415000.0
2078,3.0,1.0,1050,7577,1.0,0,1,3,1050,0,1.0013,11,194000.0
4257,3.0,1.75,1150,8079,1.0,0,1,4,1150,0,1.0006,37,220083.333333
3265,4.0,3.25,2050,5000,2.0,0,1,4,1370,680,1.0,33,750000.0
3191,3.0,1.75,1800,6000,1.0,0,1,5,900,900,1.0,115,471001.0
889,3.0,1.75,2350,20820,1.0,0,1,4,1800,550,0.9981,20,615000.0
3336,3.0,2.5,1040,2643,2.0,0,1,3,720,320,1.0,17,210000.0
862,4.0,2.25,2080,12007,1.0,0,1,4,1220,860,0.9981,41,442000.0
4344,4.0,1.5,2500,6300,1.0,0,1,4,1500,1000,1.0013,19,250000.0
2180,4.0,2.0,3510,12905,1.0,0,3,3,2210,1300,1.0006,38,554820.0
1433,2.0,1.0,930,7740,1.0,0,1,3,930,0,1.0,9,258125.0
1415,4.0,2.25,2300,7700,1.0,0,1,3,1380,920,1.0,31,417000.0
1260,4.0,3.5,3990,5267,2.0,0,1,3,3990,0,0.9981,12,1080000.0
4147,3.0,1.75,1590,7560,1.0,0,1,3,1130,460,1.0006,36,250000.0
4374,3.0,3.75,3890,7140,1.0,0,3,3,2390,1500,1.0019,13,430000.0
3686,2.0,1.0,930,7550,1.0,0,1,3,930,0,1.0026,34,230000.0
588,4.0,2.5,2910,7631,2.0,0,3,3,2910,0,0.9994,14,525000.0
4274,2.0,1.0,1140,1730,1.5,0,1,3,1010,130,1.0,13,235000.0
403,3.0,1.75,1110,9012,1.0,0,1,4,1110,0,0.9974,54,452000.0
345,3.0,2.25,2610,9002,2.0,0,1,3,2610,0,0.9974,20,675000.0
2089,4.0,2.25,1995,7102,2.0,0,1,4,1995,0,1.0013,39,266000.0
3429,3.0,2.75,2500,7378,1.0,0,1,5,1390,1110,0.9994,35,700000.0
177,5.0,2.5,3020,21441,1.0,0,1,4,1510,1510,1.0,20,320000.0
4206,3.0,3.25,2420,1923,2.0,0,3,3,1840,580,1.0,14,1010000.0
2269,3.0,3.0,3760,8500,2.5,0,4,4,3060,700,1.0,110,1250000.0
3610,3.0,2.0,980,5000,1.0,0,1,3,980,0,1.0,24,435000.0
4400,2.0,1.75,880,6780,1.0,0,1,4,880,0,1.0019,75,205425.0
3228,3.0,1.0,1890,3330,1.5,0,1,4,1390,500,1.0,119,486895.0
1594,4.0,2.5,2650,11520,2.0,0,1,3,2110,540,0.9981,20,720000.0
2479,3.0,2.0,1550,15040,1.0,0,1,4,1550,0,1.0,48,249950.0
2655,5.0,3.5,3480,36615,2.0,0,1,4,2490,990,0.9981,37,0.0
1752,3.0,2.25,998,844,2.0,0,1,3,798,200,1.0,13,320000.0
2595,4.0,2.5,2930,18199,2.0,0,1,3,2930,0,0.9981,14,749000.0
3492,5.0,3.5,4220,26784,1.0,0,1,3,2110,2110,0.9981,14,1635000.0
2990,3.0,1.75,1780,10409,1.0,0,1,3,1280,500,1.0,7,342000.0
3679,1.0,1.0,790,13062,1.0,0,1,3,790,0,1.0026,21,135000.0
3751,2.0,2.5,1150,2064,2.0,0,1,3,1150,0,1.0006,17,214100.0
683,3.0,2.5,1830,65340,1.0,0,1,3,1520,310,0.9987,29,427000.0
381,3.0,2.5,3290,6830,2.0,0,1,3,3290,0,0.9974,20,930000.0
4120,3.0,2.0,2090,42689,1.5,0,1,3,2090,0,0.9994,22,499000.0
3484,4.0,2.25,1960,8680,1.0,0,1,4,1290,670,0.9981,61,723000.0
4558,1.0,0.75,1170,14149,1.0,0,1,5,880,290,0.9994,58,275000.0
2171,5.0,1.75,2320,8100,1.0,0,1,4,1160,1160,1.0006,64,315000.0
3651,1.0,1.0,730,1942,1.0,0,1,3,730,0,1.0,12,321500.0
1327,3.0,2.5,2120,9736,2.0,0,1,3,2120,0,0.9987,20,531000.0
1384,3.0,2.5,2590,7237,2.0,0,1,3,2590,0,1.0,17,620000.0
2378,5.0,2.75,2910,53898,1.0,0,1,5,1510,1400,0.9987,41,0.0
3266,4.0,1.0,1860,4736,1.5,0,1,1,1860,0,1.0,119,427000.0
2405,3.0,2.25,1410,1377,2.0,0,1,3,1290,120,0.9987,15,377500.0
4050,3.0,2.0,2050,9000,1.0,0,1,4,2050,0,0.9994,21,713250.0
987,4.0,2.0,2470,5080,1.5,0,1,3,1970,500,1.0,32,339000.0
1309,3.0,2.25,1300,907,2.0,0,1,3,1000,300,1.0,14,562500.0
1544,4.0,2.75,2410,9549,1.0,0,1,4,1780,630,0.9981,64,758000.0
189,4.0,2.5,3020,8302,2.0,0,1,4,3020,0,1.0,26,490000.0
4364,4.0,1.75,2080,13629,1.0,0,1,4,1040,1040,1.0019,11,285000.0
2983,4.0,2.5,2090,5289,2.0,0,1,3,2090,0,1.0,31,349950.0
823,6.0,2.0,1670,3000,1.0,0,1,5,900,770,1.0,36,680000.0
718,4.0,2.75,2070,9300,1.0,0,1,5,1120,950,1.0,75,366500.0
4041,4.0,3.25,4060,13000,2.0,0,4,3,4060,0,0.9994,20,1795000.0
3327,2.0,1.0,2540,7000,1.0,0,1,5,1320,1220,1.0,78,580000.0
2239,3.0,1.75,1240,3600,1.5,0,1,5,1240,0,1.0,94,662990.0
803,3.0,2.25,1720,4000,1.5,0,1,4,1450,270,1.0,99,620000.0
2946,4.0,2.5,2100,3916,2.0,0,1,3,2100,0,1.0,11,346000.0
276,4.0,1.75,1740,7700,1.0,0,1,5,1740,0,0.9981,52,600000.0
1789,3.0,1.75,1550,3680,1.0,0,1,3,1050,500,1.0,9,530000.0
3412,2.0,1.75,2430,23400,1.0,0,5,3,2430,0,0.9994,26,1000000.0
661,3.0,2.5,1270,9675,2.0,0,1,3,1270,0,0.9987,27,280000.0
2920,3.0,2.5,2200,7350,1.0,0,1,5,1570,630,1.0,32,365000.0
4212,3.0,2.5,1660,1545,2.0,0,3,3,1400,260,1.0,18,700000.0
2599,5.0,4.0,4580,4443,3.0,1,5,3,4580,0,0.9981,17,2000000.0
1268,4.0,2.75,2200,9778,1.0,0,1,4,1100,1100,0.9981,58,505000.0
1313,3.0,2.5,2700,1438,2.0,0,1,3,1280,1420,1.0,17,670000.0
1166,4.0,2.25,2050,9583,2.0,0,3,3,1770,280,1.0006,27,386000.0
4452,4.0,2.5,2540,5001,2.0,0,1,3,2540,0,1.0,15,487000.0
8,3.0,2.25,1660,8307,1.0,0,1,4,1660,0,1.0,19,405000.0
2847,3.0,2.75,2200,14925,1.0,0,1,3,1100,1100,0.9987,38,432000.0
544,4.0,1.0,1660,4704,1.5,0,1,3,1260,400,1.0,23,548800.0
3830,3.0,2.5,2090,6045,2.0,0,1,3,2090,0,1.0006,20,415000.0
1291,3.0,1.75,1880,10032,1.0,0,1,4,1880,0,0.9981,36,486445.833333
1185,5.0,2.75,3190,16920,1.0,0,4,3,1690,1500,0.9981,44,1030000.0
4119,4.0,2.25,3060,48787,2.0,0,1,3,3060,0,0.9994,28,415000.0
185,3.0,1.5,1810,29308,1.0,0,1,3,950,860,1.0,11,261000.0
2096,4.0,2.5,3560,12047,2.0,0,1,3,3560,0,1.0013,20,486000.0
2701,3.0,2.5,1800,3168,2.0,0,1,3,1800,0,0.9981,6,409316.0
4494,3.0,1.0,1130,10650,1.0,0,1,3,1130,0,1.0013,15,237000.0
261,5.0,2.5,2070,12000,1.0,0,1,4,1340,730,0.9981,53,613000.0
1445,3.0,2.25,1590,7748,2.0,0,1,4,1590,0,1.0013,29,263000.0
1352,3.0,2.25,1352,1694,3.0,0,1,3,1352,0,1.0,13,325000.0
2246,3.0,1.5,1790,8203,1.5,0,2,3,1790,0,1.0,14,544000.0
703,3.0,1.75,1710,7320,1.0,0,1,3,1710,0,1.0,26,463000.0
1786,4.0,1.75,2440,5000,1.0,0,1,3,1340,1100,1.0,15,566000.0
101,6.0,2.0,2150,4505,1.0,0,1,3,1270,880,1.0,12,755000.0
2728,4.0,3.5,2550,8698,2.0,0,1,3,2550,0,0.9981,13,516000.0
918,3.0,2.0,1240,11172,1.0,0,1,3,1000,240,0.9981,36,401000.0
2961,3.0,1.0,1010,7560,1.0,0,1,3,1010,0,1.0,16,189000.0
1191,4.0,2.5,2980,4930,2.0,0,1,3,2890,90,0.9981,20,750000.0
1751,4.0,2.0,2850,7861,1.0,0,5,4,1450,1400,1.0,50,1275000.0
1294,6.0,3.0,2890,2370,2.5,0,1,3,2290,600,1.0,6,799200.0
4003,3.0,2.5,1760,8584,1.5,0,1,5,1760,0,1.0006,83,289950.0
1010,3.0,2.25,1640,7200,2.0,0,1,4,1640,0,0.9974,35,350000.0
1796,3.0,2.5,1350,1186,2.0,0,1,3,1120,230,1.0,13,468500.0
2364,3.0,1.0,1660,11783,1.0,0,1,4,1160,500,0.9987,20,367500.0
2837,4.0,2.5,2470,33305,2.0,0,1,3,2470,0,0.9987,27,633100.0
2166,3.0,1.0,1400,7410,1.0,0,1,3,1400,0,1.0006,76,246000.0
4157,3.0,1.75,1840,7412,1.0,0,1,4,1240,600,1.0006,28,269500.0
4081,5.0,2.75,3650,13297,2.0,0,1,5,2750,900,0.9994,51,1195000.0
4362,2.0,1.0,720,18000,1.0,0,1,3,720,0,1.0019,15,195000.0
1557,3.0,1.75,2000,9416,1.0,0,1,4,2000,0,0.9981,19,374000.0
535,3.0,2.0,1410,6413,1.0,0,1,4,910,500,1.0,32,590000.0
4314,2.0,1.0,940,5040,1.0,0,1,3,940,0,1.0,17,212700.0
2027,4.0,3.5,1850,6519,2.0,0,1,3,1130,720,1.0013,34,248000.0
424,4.0,2.0,2030,9300,1.0,0,1,4,2030,0,0.9974,28,259950.0
2360,4.0,3.5,3860,18334,2.0,0,1,3,3120,740,0.9987,24,840000.0
460,3.0,1.5,1270,1443,3.0,0,1,3,1270,0,1.0,13,440000.0
2818,4.0,2.25,2290,5350,2.0,0,1,4,2120,170,1.0,48,535000.0
2936,5.0,1.5,2120,7700,1.5,0,1,5,2120,0,1.0,58,290000.0
541,3.0,1.5,1400,1022,3.0,0,1,3,1400,0,1.0,13,425000.0
1068,3.0,1.75,1300,7958,1.0,0,1,3,1300,0,1.0006,24,245100.0
1527,3.0,2.0,1890,1599,2.0,0,1,3,1430,460,1.0,108,458500.0
4203,2.0,2.25,3170,3000,2.0,0,3,5,1990,1180,1.0,120,1695000.0
338,4.0,2.5,1850,50662,1.0,0,1,3,1430,420,0.9974,42,830000.0
2915,3.0,2.5,1640,29970,2.0,0,1,3,1640,0,0.9987,28,592105.714286
961,2.0,2.5,1160,2174,2.0,0,1,3,1160,0,1.0,14,168000.0
2,4.0,1.75,1970,9389,1.0,0,1,5,1140,830,1.0,60,379950.0
3755,4.0,1.75,1300,21000,1.0,0,1,4,1300,0,1.0006,51,229950.0
4058,4.0,2.5,3040,7000,2.0,0,1,3,3040,0,0.9994,19,1230000.0
3271,2.0,1.75,1600,4000,1.0,0,1,5,850,750,1.0,102,690000.0
2922,3.0,1.75,1840,10723,1.0,0,1,4,1220,620,1.0,46,310000.0
1830,2.0,1.0,1250,3825,1.0,0,1,3,850,400,1.0,91,459500.0
490,3.0,1.75,1250,6041,1.5,0,1,5,1250,0,1.0,78,530000.0
290,4.0,1.75,1250,7400,1.0,0,1,5,1250,0,0.9981,61,391400.0
310,5.0,2.75,3150,7119,2.0,0,1,3,3150,0,0.9974,97,819900.0
2365,4.0,2.5,3220,22588,2.0,0,1,3,3220,0,0.9987,24,875000.0
1201,4.0,3.5,4560,16643,1.0,0,4,3,2230,2330,0.9981,25,1212500.0
16,3.0,2.5,2090,7640,1.0,0,1,3,1360,730,1.0,6,543000.0
2735,4.0,3.5,2960,6000,2.0,0,1,3,2960,0,0.9981,6,633634.0
3538,4.0,2.5,2310,14023,2.0,0,1,3,2310,0,0.9987,29,470000.0
949,3.0,2.25,1490,974,2.0,0,1,3,1220,270,1.0,11,312000.0
3881,4.0,2.25,3500,13875,1.0,0,5,4,1830,1670,1.0006,82,879950.0
866,3.0,2.5,2190,10370,2.0,0,1,3,2190,0,0.9981,20,665000.0
3470,4.0,2.5,3560,11119,1.0,0,3,3,2290,1270,0.9981,34,860000.0
4095,5.0,5.25,4830,18707,2.0,0,2,5,3930,900,0.9994,22,1681000.0
3674,2.0,1.0,900,8580,1.0,0,1,3,900,0,1.0026,102,83000.0
2693,3.0,2.5,2720,6439,2.0,0,1,3,2720,0,0.9981,15,619000.0
2375,2.0,3.0,3160,66646,2.0,0,1,3,3160,0,0.9987,27,589900.0
4214,3.0,3.25,3140,5445,2.0,0,4,4,2240,900,1.0,107,1640000.0
626,4.0,2.5,3000,9793,2.0,0,1,3,3000,0,0.9994,18,394000.0
1261,3.0,1.0,1210,9622,1.0,0,2,3,1210,0,0.9981,11,660000.0
2954,4.0,2.5,2290,4539,2.0,0,1,3,2290,0,1.0,19,295000.0
2715,3.0,2.5,1970,4036,2.0,0,1,4,1970,0,0.9981,17,432000.0
2890,3.0,3.5,2300,5611,1.0,0,1,3,2300,0,0.9987,17,675000.0
4557,3.0,1.0,1060,9126,1.0,0,3,5,1060,0,0.9994,64,220000.0
3083,4.0,1.0,1390,4240,1.0,0,1,3,1050,340,1.0,9,657100.0
2645,4.0,4.0,3010,7221,2.0,0,1,3,3010,0,0.9981,17,765000.0
3924,3.0,1.0,1040,6860,2.0,0,1,3,1040,0,1.0006,21,148612.5
2825,7.0,8.0,13540,307752,3.0,0,5,3,9410,4130,0.9987,21,2280000.0
3808,4.0,1.75,3000,42200,1.0,0,4,3,1500,1500,1.0006,15,585000.0
20,4.0,1.75,1890,8000,1.0,0,1,4,1250,640,1.0,19,375000.0
3896,2.0,1.0,780,5000,1.0,0,1,4,780,0,1.0006,77,285000.0
3528,2.0,1.75,2050,11900,1.0,0,1,4,2050,0,0.9981,37,532500.0
1155,3.0,1.0,1010,9450,1.0,0,1,4,1010,0,1.0006,61,149500.0
1389,4.0,2.75,2490,17833,2.0,0,3,3,1490,1000,1.0,6,740000.0
2053,4.0,2.25,1900,8600,1.0,0,1,4,1900,0,1.0013,45,270000.0
1314,4.0,2.5,2730,12261,2.0,0,1,3,2730,0,0.9987,29,612500.0
2150,3.0,1.5,1190,4750,1.0,0,1,3,970,220,1.0,24,500000.0
162,3.0,1.75,1380,7350,1.0,0,1,3,990,390,1.0,7,195000.0
2060,4.0,1.5,1130,7840,1.0,0,1,4,1130,0,1.0013,50,210000.0
4043,5.0,3.0,3480,15185,2.0,0,1,4,3480,0,0.9994,56,970000.0
4004,3.0,2.25,1920,7738,1.0,0,1,3,1520,400,1.0006,27,250000.0
1790,2.0,1.0,720,6686,1.0,0,1,3,720,0,1.0,21,333000.0
1386,3.0,1.5,2010,9480,1.0,0,1,3,1570,440,1.0,26,429950.0
3653,4.0,1.75,1580,5340,1.0,0,1,3,1130,450,1.0,8,351250.0
4586,3.0,2.0,1630,8018,1.0,0,1,3,1630,0,1.0006,17,260000.0
1627,3.0,2.5,2670,10481,2.0,0,1,3,2670,0,0.9981,17,645325.0
985,3.0,2.75,1100,750,2.0,0,1,3,780,320,1.0,12,286000.0
2115,3.0,2.25,1520,1221,3.0,0,1,3,1520,0,1.0,97,565000.0
1213,6.0,2.75,5700,20000,1.0,0,5,4,2850,2850,0.9981,43,1385000.0
1645,3.0,2.5,1690,1613,2.0,0,1,3,1150,540,0.9981,6,386591.0
3621,4.0,1.75,1690,4080,1.0,0,1,4,870,820,1.0,36,385000.0
1510,2.0,1.0,820,6250,1.0,0,1,4,820,0,1.0,98,375000.0
3936,3.0,1.0,1050,9876,1.0,0,1,3,1050,0,0.9994,67,310000.0
1211,3.0,2.5,2770,9136,2.0,0,1,3,2770,0,0.9981,29,860000.0
2007,3.0,2.5,2970,23100,1.0,0,1,3,1510,1460,0.9981,9,400000.0
2867,3.0,2.5,3000,25341,2.0,0,1,3,3000,0,0.9987,25,740000.0
166,4.0,3.5,3150,6202,2.0,0,1,3,3150,0,1.0,15,330000.0
917,4.0,2.5,4570,16015,2.0,0,3,3,4570,0,0.9981,11,1060000.0
2839,3.0,2.5,1720,3600,2.0,0,1,3,1720,0,0.9987,10,386380.0
1805,4.0,1.0,2080,5500,1.0,0,1,3,1040,1040,1.0,26,480000.0
195,3.0,1.75,1370,8719,1.0,0,1,3,1370,0,1.0,38,247200.0
3634,2.0,1.5,830,1119,2.0,0,1,3,830,0,1.0,15,329445.0
4131,4.0,2.5,1700,7280,2.0,0,1,4,1700,0,1.0006,32,290000.0
4524,3.0,1.0,1320,7000,1.0,0,1,4,1320,0,1.0013,53,206000.0
3243,3.0,2.5,1580,1161,2.0,0,1,3,1010,570,1.0,12,525000.0
2116,2.0,1.5,1010,1968,1.5,0,1,5,1010,0,1.0,114,440000.0
2852,3.0,2.25,2370,217800,2.0,0,1,3,2370,0,0.9987,6,587000.0
3595,4.0,3.0,3000,4000,1.5,0,4,3,1970,1030,1.0,6,688000.0
3443,3.0,1.0,2150,7007,1.0,0,1,3,2150,0,0.9994,15,300000.0
3701,3.0,1.0,1620,9450,1.5,0,1,3,1620,0,1.0026,66,265000.0
4000,3.0,1.5,1580,8184,1.0,0,1,3,1140,440,1.0006,15,260000.0
1565,4.0,3.25,3810,8519,1.0,0,2,3,2680,1130,0.9981,13,1130000.0
3247,2.0,1.0,1790,4000,1.0,0,1,4,1040,750,1.0,97,710000.0
4553,4.0,5.25,6500,14986,2.0,0,1,3,5180,1320,0.9987,19,2458000.0
621,3.0,2.5,1620,7686,2.0,0,1,3,1620,0,0.9994,31,246500.0
4408,2.0,1.5,980,5000,2.0,0,1,3,980,0,0.9987,17,134000.0
4525,3.0,2.25,1584,2800,2.0,0,1,3,1584,0,1.0013,108,267000.0
2533,3.0,2.5,1530,9406,1.0,0,1,3,1270,260,1.0,27,332000.0
180,3.0,2.25,3800,33825,1.0,0,1,4,3330,470,1.0,28,575000.0
2999,6.0,3.75,4000,6015,2.0,0,3,3,3080,920,1.0,17,570000.0
2864,4.0,2.5,2560,5593,2.0,0,1,3,2560,0,0.9987,19,600000.0
3769,3.0,1.5,1660,15600,2.0,0,1,3,1660,0,1.0006,7,220000.0
1874,4.0,2.5,2360,5226,2.0,0,1,3,2360,0,0.9987,19,600000.0
4486,4.0,1.5,1950,12559,1.5,0,1,3,1950,0,1.0013,51,225000.0
1077,3.0,2.25,1680,35127,2.0,0,1,3,1680,0,1.0006,20,285000.0
4241,4.0,2.25,1930,7207,1.0,0,1,4,1360,570,1.0006,32,280000.0
1808,3.0,2.25,1470,2500,2.0,0,1,3,1080,390,1.0,36,490000.0
126,3.0,1.75,2450,2691,2.0,0,1,3,1750,700,1.0,105,937000.0
2398,4.0,3.25,3680,5759,2.0,0,1,3,2840,840,0.9987,17,788000.0
1416,5.0,1.0,1170,6757,1.0,0,1,4,800,370,1.0,76,397000.0
1463,4.0,2.5,2660,12672,1.0,0,1,4,1740,920,1.0013,19,310000.0
3447,2.0,1.0,1320,8380,1.0,0,1,3,1320,0,0.9994,67,447000.0
4032,3.0,1.75,2340,10495,1.0,0,1,4,2340,0,0.9994,53,780000.0
4527,3.0,1.75,1750,11461,2.0,0,1,4,1750,0,1.0013,28,232603.0
2503,3.0,1.5,1430,9600,1.0,0,1,4,1430,0,1.0,54,266200.0
3720,2.0,1.0,1050,6600,1.5,0,1,3,1050,0,1.0026,20,168333.333333
1455,6.0,2.5,4410,14034,1.0,0,3,4,2350,2060,1.0013,55,472000.0
4411,3.0,1.75,950,6000,1.0,0,1,3,790,160,1.0,51,230000.0
1902,4.0,2.25,2010,7575,1.0,0,1,3,1220,790,0.9987,46,440000.0
2517,3.0,1.75,2430,9133,1.0,0,1,4,1410,1020,1.0,20,335000.0
2399,3.0,3.25,3610,59677,2.0,0,1,3,2440,1170,0.9987,17,777000.0
4059,5.0,3.25,5270,17232,2.0,0,2,3,4010,1260,0.9994,17,1795000.0
556,2.0,1.0,1290,4650,1.0,0,1,4,1290,0,1.0,30,406062.5
494,3.0,1.5,1020,9072,1.0,0,1,3,920,100,1.0,23,489000.0
1082,4.0,2.75,4140,24190,2.0,0,1,3,4140,0,1.0006,18,657500.0
148,3.0,2.5,3240,108366,2.0,0,1,4,3240,0,1.0,29,651000.0
965,3.0,1.75,1300,4127,1.0,0,1,4,650,650,1.0,67,270000.0
477,5.0,3.0,2750,3800,1.5,0,1,5,1750,1000,1.0,94,525000.0
4446,3.0,1.75,1140,1201,2.0,0,1,3,1140,0,1.0,6,230000.0
4455,1.0,1.0,720,6000,1.0,0,1,3,720,0,1.0,24,0.0
2119,2.0,1.0,800,3330,1.0,0,1,3,800,0,1.0,102,373500.0
297,4.0,2.5,3400,9692,2.0,0,1,3,3400,0,0.9974,13,830000.0
3633,2.0,2.25,930,747,2.0,0,1,3,630,300,1.0,13,355000.0
4529,2.0,1.0,1020,5130,1.0,0,1,4,1020,0,1.0013,72,175000.0
1960,3.0,1.75,1630,28600,1.0,0,1,3,1630,0,0.9981,9,464000.0
2347,3.0,1.0,1160,11776,1.0,0,1,3,1160,0,0.9987,23,305000.0
1944,2.0,1.75,1210,7507,1.0,0,1,3,1210,0,0.9987,38,342500.0
4242,4.0,2.5,1660,9760,2.0,0,1,3,1660,0,1.0006,26,294999.0
238,5.0,2.25,2880,11965,2.0,0,1,4,2880,0,1.0,30,0.0
85,3.0,1.75,1470,4950,1.0,0,1,3,1030,440,1.0,36,459500.0
1518,3.0,1.75,1720,5899,1.0,0,2,3,1220,500,1.0,34,514000.0
833,6.0,2.75,4710,11000,2.0,0,4,3,3690,1020,1.0,89,2180000.0
3893,3.0,2.25,1250,7500,1.0,0,1,5,1250,0,1.0006,78,390000.0
2808,4.0,2.5,2020,4350,2.0,0,1,5,1730,290,1.0,77,554729.0
1921,4.0,3.5,3530,14406,2.0,0,2,3,2570,960,0.9987,20,874150.0
760,3.0,1.5,2330,11740,1.0,0,1,3,1330,1000,1.0,15,450000.0
1234,5.0,3.5,3130,4797,2.0,0,1,3,2570,560,0.9981,6,866059.0
1823,3.0,2.25,2400,5300,1.5,0,1,4,1250,1150,1.0,31,672500.0
398,3.0,1.75,1990,9594,1.0,0,1,3,1190,800,0.9974,16,507500.0
2233,2.0,1.0,1320,4520,1.0,0,2,3,1320,0,1.0,49,451555.0
3190,2.0,1.0,1080,3500,1.0,0,4,3,1080,0,1.0,9,525000.0
2325,3.0,1.75,1830,7969,1.0,0,1,3,930,900,1.0006,12,312500.0
74,3.0,2.5,2180,7508,1.0,0,1,4,1420,760,1.0,58,400000.0
3883,4.0,2.5,2220,4228,2.0,0,1,3,2220,0,1.0006,6,334990.0
1663,4.0,4.0,4270,6002,2.0,0,4,3,3180,1090,0.9981,17,1300000.0
